-5.578501224517822266e-01,3.006339967250823975e-01,-2.003055661916732788e-01,-9.977416992187500000e-01,6.713812947273254395e-01,5.791042447090148926e-01,7.178072333335876465e-01,2.150682926177978516e+00,-2.053876876831054688e+00,-8.678399026393890381e-04
1.090327024459838867e+00,-4.260990023612976074e-01,2.707602679729461670e-01,-1.915566682815551758e+00,1.813532114028930664e-01,7.479718327522277832e-01,1.484838485717773438e+00,5.951129198074340820e-01,-8.574942350387573242e-01,6.360266804695129395e-01
1.188385605812072754e+00,1.004741787910461426e+00,-1.605397462844848633e-01,-4.142540693283081055e-02,-3.844368457794189453e-01,5.061188936233520508e-01,1.460047125816345215e+00,1.307230114936828613e+00,-9.219258427619934082e-01,7.241471409797668457e-01
1.797118335962295532e-01,9.695410728454589844e-01,-3.810399025678634644e-02,-1.801722288131713867e+00,-1.095158100128173828e+00,4.352981597185134888e-02,7.349768877029418945e-01,1.223644375801086426e+00,-1.096627712249755859e-01,4.060191512107849121e-01
1.036136388778686523e+00,8.959076404571533203e-01,-2.597602270543575287e-02,-1.196485757827758789e+00,7.950608432292938232e-02,1.018226265907287598e+00,1.984805464744567871e-01,1.889432072639465332e+00,6.007525324821472168e-01,-3.572320342063903809e-01
2.044635713100433350e-01,5.617289543151855469e-01,3.906020522117614746e-02,-9.935061931610107422e-01,4.063087403774261475e-01,-2.449989616870880127e-01,-4.647249281406402588e-01,2.538312673568725586e+00,-7.654315233230590820e-01,-1.470042020082473755e-01
7.492334842681884766e-01,-1.038635373115539551e+00,-8.439546823501586914e-01,-1.687447071075439453e+00,6.828290820121765137e-01,-1.077591031789779663e-01,2.130468934774398804e-01,1.062423229217529297e+00,-8.325292915105819702e-02,2.133956402540206909e-01
1.923978447914123535e+00,-4.673577472567558289e-02,-1.020016551017761230e+00,2.766517698764801025e-01,6.880668401718139648e-01,-6.863436698913574219e-01,5.604133605957031250e-01,9.676840901374816895e-01,-5.639650821685791016e-01,5.714072585105895996e-01
7.534180879592895508e-01,4.522848427295684814e-01,-1.110372185707092285e+00,-9.665769934654235840e-01,-4.746370315551757812e-01,-1.602503061294555664e+00,9.240502119064331055e-02,8.582758903503417969e-02,-7.717438042163848877e-02,9.571793675422668457e-01
9.340111613273620605e-01,6.158202886581420898e-01,-2.355651378631591797e+00,-1.945041269063949585e-01,-5.209072232246398926e-01,-4.573632776737213135e-02,-2.734696865081787109e-01,3.672803938388824463e-01,1.250963568687438965e+00,4.696065485477447510e-01
2.321724742650985718e-01,1.196935892105102539e+00,-1.599588096141815186e-01,2.763465046882629395e-01,1.455485969781875610e-01,-1.517803668975830078e+00,-8.759541511535644531e-01,9.339385032653808594e-01,5.502427220344543457e-01,-1.089981555938720703e+00
-3.276222050189971924e-01,-8.421903848648071289e-01,-1.406006515026092529e-01,-1.137866854667663574e+00,5.415220856666564941e-01,-3.465699553489685059e-01,-9.065847992897033691e-01,2.927011251449584961e-01,1.593000054359436035e+00,5.656271576881408691e-01
7.736238241195678711e-01,-6.754845380783081055e-01,-1.357290148735046387e+00,1.423866152763366699e+00,1.053425788879394531e+00,-3.093076646327972412e-01,-1.085788965225219727e+00,4.057804048061370850e-01,2.945911884307861328e-01,8.896021246910095215e-01
4.492264688014984131e-01,-3.002537190914154053e-01,-1.430601358413696289e+00,4.790871441364288330e-01,3.177588582038879395e-01,-1.150757431983947754e+00,-9.830821156501770020e-01,-7.198201417922973633e-01,-1.177462816238403320e+00,1.080036282539367676e+00
5.625857710838317871e-01,6.495739221572875977e-01,-2.927831172943115234e+00,7.813622355461120605e-01,-2.097596973180770874e-01,2.275087237358093262e-01,-3.963976204395294189e-01,-9.154224991798400879e-01,-7.446040213108062744e-02,7.598784565925598145e-01
-1.512136608362197876e-01,1.255124926567077637e+00,1.365207791328430176e+00,3.503174781799316406e-01,-2.233010381460189819e-01,-5.375538393855094910e-02,-8.758251070976257324e-01,2.156195044517517090e-01,-3.018526136875152588e-01,-8.521487712860107422e-01
-1.474419832229614258e+00,2.388571351766586304e-01,-1.520841360092163086e+00,-4.759297072887420654e-01,-4.503597915172576904e-01,3.797984123229980469e-01,-1.380037665367126465e+00,-2.360990345478057861e-01,-4.139264225959777832e-01,4.545404911041259766e-01
-1.946655631065368652e+00,4.690546691417694092e-01,-6.160507202148437500e-01,1.565138816833496094e+00,-5.841518193483352661e-02,6.462115645408630371e-01,-1.266306400299072266e+00,6.806127727031707764e-02,1.205892208963632584e-02,6.794776916503906250e-01
