-1.224207162857055664e+00,9.930359721183776855e-01,-1.238621473312377930e+00,1.235873460769653320e+00,-1.573036909103393555e-01,3.085978031158447266e+00,2.416222095489501953e+00,-2.267883300781250000e+00,-1.997589945793151855e+00,1.732565402984619141e+00
-5.780206918716430664e-01,2.562881469726562500e+00,-9.108971953392028809e-01,1.890620827674865723e+00,2.076787471771240234e+00,1.926883101463317871e+00,-1.853601694107055664e+00,-1.845053672790527344e+00,-3.081955432891845703e+00,-3.263557434082031250e+00
-3.638774156570434570e+00,1.492344141006469727e+00,-1.803791403770446777e+00,8.658199012279510498e-02,3.742285966873168945e-01,1.989316582679748535e+00,-3.446456193923950195e+00,-1.926830053329467773e+00,-2.746383905410766602e+00,1.655543327331542969e+00
2.194393724203109741e-01,2.951405286788940430e+00,-2.097418785095214844e+00,1.635283231735229492e+00,7.536960244178771973e-01,4.458389580249786377e-01,-6.560660004615783691e-01,-7.172684669494628906e-01,-2.711217880249023438e+00,3.632179975509643555e+00
-2.035646438598632812e+00,2.671721696853637695e+00,-2.488953828811645508e+00,1.415470242500305176e+00,3.043413877487182617e+00,1.821441054344177246e+00,5.186821222305297852e-01,-1.187152624130249023e+00,1.977833807468414307e-01,9.221128821372985840e-01
-1.493065595626831055e+00,-8.015310764312744141e-01,-2.850072860717773438e+00,1.224272131919860840e+00,1.688983082771301270e+00,2.519160747528076172e+00,2.240766763687133789e+00,-3.131986618041992188e+00,2.943430423736572266e+00,1.795243740081787109e+00
1.232099890708923340e+00,6.292167305946350098e-01,-8.813926577568054199e-01,2.760572671890258789e+00,3.032001256942749023e+00,2.714597940444946289e+00,-4.317878782749176025e-01,-3.186813592910766602e+00,1.117542624473571777e+00,-3.833582401275634766e+00
-2.859722375869750977e+00,-3.266971826553344727e+00,-4.373786151409149170e-01,2.320618629455566406e+00,1.866577625274658203e+00,-5.792162418365478516e-01,-3.628098249435424805e+00,-2.852071285247802734e+00,1.013534307479858398e+00,-2.522344827651977539e+00
1.098056793212890625e+00,-2.343407392501831055e+00,-1.140959501266479492e+00,2.675780534744262695e+00,-1.293995618820190430e+00,-3.114164113998413086e+00,-3.384852170944213867e+00,-3.778738677501678467e-01,1.802722573280334473e+00,1.872733473777770996e+00
2.006728172302246094e+00,1.158276677131652832e+00,-9.840126633644104004e-01,2.075264692306518555e+00,1.935470938682556152e+00,-3.455002784729003906e+00,-5.825690031051635742e-01,2.291337966918945312e+00,2.487934589385986328e+00,-1.212134122848510742e+00
